,cleaned_text,target
523,trump simply political arsonist requires crisis chaos survive crisis create,0
524,towtrucks cigarette butt toetags bodybags gunshot raindrop night city burned sun w,0
525,moving quickly bush fire arsonist,0
526,trump simply political arsonist requires crisis chaos survive crisis,0
527,someone posted discord agowijfaklwfjlkawefsa,0
528,nationalist news anchor time question motive davinder singh dubious officer,0
529,warren disappointed bernie sending people challenge bernie say warren th,0
530,campaign would never attack supporter script directed campaign pointed,0
531,starwars skywalker saga lifetime oscarnoms new hope 10 empire strike back 3 return jedi 5 phanto,0
532,let tell something cause every time post anything political get attack type crazy conservati,0
533,goal 2k rts 200 comment killthislove favechoreography iheartawards,0
534,trump share horrific photo bloodied corpse tweet trump shared said question america support,0
535,two militant escorted delhi police officer possibly intending commit terrorist attack jan,1
536,one week watched democrat attack man stopped church shooting mourn iranian terrorist blam,1
537,satan lazy attack sends broke guy big dck life watch lady,0
538,attack local journalist,0
539,rt fightextremism taliban claimed responsibility roadside bomb attack kandahar killed two,1
540,use edited clip coordinated vicious attack illinformed malicious seemed like appraisal discussion india today,0
541,rt fightextremism emboldened alshabab threatens strike american target around world day,1
542,police attack woman student via,1
543,drone strike bird surprisingly common occur many part world professional dronists sa,1
544,interesting question principally prevent loosely defined principall,0
545,ever accidentally send snap internet personality heart attack,0
546,disingenuous bernie supporter leading attack warren supposed attack sander,0
547,afzal guru get hanged death 2013 since gave refugee parliament attack terroristhe claimed,1
548,boris currently bbc breakfast referring potus trump suggesting reason uk,0
549,fake news medium democrat partner working hard determine whether future attack terr,0
550,genuinely could agree abused harlow council 9 yr c,0
551,anxiety attack trying look normal nobody notice,0
552,remember 2016 attack iaf base pathankot attacker came official car punjab police sp salwi,1
553,moment taking bucket full d6 sneak attack dnd dungeonsanddragons dnd5e,0
554,tried go school today everything fine sit outside classroom bc hand started,0
555,dsp davinder singh worked jem terrorist money decade admitted torturing afzal guru allegedly,0
556,breaking iranattacks discovered interview danish tv2 met soldier,0
557,troll launch mala fide campaign india today use edited clip coordinated vicious attack,0
558,welcome 2 oregon liberal state u attack security guard w machete using,0
559,807am local time two year ago today human error text alert escalating usnorth korea tension lack,0
560,going repost hate speech president today find vile would dress speaker muslim garb,0
561,along several soldier danish sergeant waited several hour bunker iraq iranian attac,0
562,orientalism islamophobia antiiran sentiment used attack people across political aisle retweet,0
563,alert raised serious question national security raised even uri attack enter,0
564,wheel within wheel davinder singh kashmir senior cop held weapon two lashkarjaish men car,0
565,money website pinned tweet republican launched lil somthin beer future attack tweet far government lol every thing like,0
566,love possessed attack easily identified foot soldier hell terrified truth shall set free,0
567,six hour iran sent missile two military base iraq danish govt defense force knew,0
568,im tired ppl always trying attack cardi speaking straight fact,0
569,kashmir dsp davinder singhs dramatic arrest 2 militant created big national security question india e,0
570,german hospital forced hire security guard refugee physically attack nurse,0
571,indeed incredible 9 day attack jnu expose done medium confession national tv b,0
572,make mistake fullon attack 2020 election new york time report russian,0
573,suddenly first layer come 9 rocket ton described ive never experienced anything like,0
574,elephant attack 400 sri lanka last year habit convenience choice,1
575,today attacking another candidate supporter rather record kind obnoxious,0
576,0bama still potus chicoms wouldve stolen presidency cuz one o administration would help taiwa,0
577,confirm attack database uee stopped sent back enemy,0
578,statement following conclusion pensacola naval air station attack investigation,0
579,ending 2019 longawaited paper amp gorman lab showing hydrogel injection attenuate,0
580,plank row hellset attack ab,0
581,yehi hai wo sanghi ka room bachelor student jnu recall january 5 attack leftist mob vi,0
582,ok dont attack joke kslsk,0
583,accepted responsibility expressed regret paid compensation short ti,0
584,mob attacked hindu burnt amp looted house bhansia telangana aimim party behind attack hindu http,0
585,21 saudi muslim aviation student investigated connection december 2019 pensacola att,0
586,labour candidate embarrassing attempt attack nicola sturgeon,0
587,attack soldier surprised destruction greater would estimate nearest r,1
588,gegenpress attack leave 1 cb back butturn,0
589,zoom took s feel attack fansites stay alive,0
590,nyt expert find evidence russian hacked ukrainian gas company engadget dans la sri,0
591,person could theoretically say trump attack female nominee like hillary hear peopl,0
592,maybe could addicted im sure hard put need know whats going,0
593,white blood cell attack parasite,0
594,stone throwing killed palestinian mother 8 recognized terror attack,1
595,izone gon na disband said izone resume fan wont worry,0
596,tumne beta mumbai attack ke baad jha2 kabara thakya tum sirf saboot mango,0
597,im deeply troubled news violent attack individual property bhainsa telangana action,1
598,u expels 21 saudi cadet terrorist attack base jihadist literature 15 19 911 hijacker,1
599,medium think farright support america first trump agenda actually im fiscally conse,0
600,participation countering fidayeen attack terrorist district police line pulwahma 2526 aug 2017 w,1
601,u military base iraq day iran missile attack iranattack via,1
602,feel attacked,0
603,god going bless season devil attacked,0
604,texas democrat congressional candidate violently attacked red guard austin revolutionary comm,0
605,urgent need least 318 patriotic american sign card supporting troop midnight missin,0
606,call racist britain attacked racist ergo,0
607,india attacked islamic terrorist leftist medium silent hundred jihadist attacked hindu looted amp burned 1,1
608,know ascendant feel personally attacked,0
609,usasupportsterrorist 15 19 terrorist attacked american september 11 flying plane world,1
610,20 hindu house attacked amp burned telangana peaceful community stone pelted house looted even police perso,1
611,id love know actually different type homophobia happened wilson,0
612,ft emperor got clothes biggest asset manager attacked role climate change shareholder put pressure blackr,0
613,peacful mob attacked people bhansia adilabad district telangana pelted stone looted house burnt vehicle,0
614,spot fully expect bernie attacked side tuesday demdebate,0
615,one asked feel cancer took figure cancer feel li,0
616,telangana experienced communal violence last night stroke midnight almost 500 muslim attacked hindu,1
617,president trump gave save country gave billionaire lifestyle successful business popular,0
618,feel attacked,0
619,omg feeling attacked bc true,0
620,snowflake trump hating idiot feel iran evil regime last week loved arent,0
621,feel attacked,0
622,attacked iran reason breached sovereignty actually threatenin,1
623,jessica yaniv attacked outside courthouse response get away fking crazy fki,0
624,hard conversation thing like dislike around criticism p,0
625,literally attacked,0
626,hindu vahini karyakarta house burnt amp attacked mim goondas bhansia arrest,1
